decimalLongitude,decimalLatitude,agricultural,built,coast,forest,other,sand/heather,water,wetland,main_habitat
4.3,51.7,4.0545,0.0642,0.0,0.2046,0.3984,0.0,10.3399,4.1572,water
4.35,51.7,6.125,0.3341,0.0037,0.5594,0.5832,0.0,11.4756,0.1386,water
4.4,51.7,7.1284,2.4667,0.0016,0.2091,1.9059,0.0,7.4538,0.0505,water
4.45,51.7,11.695699999999999,0.696,0.0,0.29869999999999997,0.5870000000000001,0.0058,5.4817,0.4541,agricultural
4.5,51.7,15.1138,0.8068,0.0,0.8251999999999999,0.8285,0.0,1.6356,0.0089,agricultural
4.55,51.7,11.2719,1.3855,0.0,0.7886,0.9879,0.0058,4.6057,0.1716,agricultural
4.6,51.7,8.7842,0.8912,0.0,0.6191,1.6924000000000001,0.0,7.0976,0.1324,agricultural
4.65,51.7,6.7355,0.5929,0.0,2.243,0.6786,0.0014,8.150599999999999,0.8165,water
4.7,51.7,7.1134,0.611,0.0,0.9434,0.464,0.0,8.6067,1.4796,water
4.75,51.7,6.7608999999999995,0.0905,0.0,2.2083,0.3688,0.0,7.9632000000000005,1.8264,water
4.8,51.7,3.8695000000000004,1.7686,0.0,3.8401,0.2882,0.0036,6.6886,2.7559,water
4.85,51.7,8.0546,4.2422,0.0,1.4059,2.0829,0.0122,2.9406,0.4809,agricultural
4.9,51.7,15.5387,1.1203,0.0,0.0317,0.9513999999999999,0.0,1.5130000000000001,0.0636,agricultural
4.95,51.7,15.432,1.2336,0.0,0.289,0.9087999999999999,0.0,1.2937,0.0592,agricultural
5.0,51.7,15.3002,2.0022,0.0,0.0896,0.6986,0.0,1.1245,0.0,agricultural
5.05,51.7,13.9058,2.8716,0.0,0.11479999999999999,0.9872000000000001,0.0,1.2709,0.0694,agricultural
5.1,51.7,12.4817,1.9708,0.0,1.5193999999999999,1.6539000000000001,0.0,1.5798999999999999,0.0085,agricultural
5.15,51.7,14.3689,2.3171,0.0,0.3867,1.0506,0.0,1.0271000000000001,0.0649,agricultural
5.2,51.7,12.196200000000001,3.2796,0.0,0.33809999999999996,1.4646,0.0204,1.9085,0.0148,agricultural
5.25,51.7,5.6437,6.3364,0.0,0.6491,2.9566,0.0,3.5322000000000005,0.1037,built
5.3,51.7,5.0377,7.0508,0.0,0.23199999999999998,4.6400999999999994,0.0,2.0711,0.1825,built
5.35,51.7,7.4308,6.6549,0.0,1.0451,3.1818,0.1003,0.7626999999999999,0.0064,agricultural
5.4,51.7,10.8186,3.0787,0.0,2.1452999999999998,2.6348000000000003,0.36970000000000003,0.1731,0.0174,agricultural
5.45,51.7,12.6154,3.9188,0.0,0.638,1.7656,0.0171,0.2677,0.0,agricultural
5.5,51.7,9.5652,5.5257,0.0,1.5418,2.3698,0.09519999999999999,0.1073,0.0007,agricultural
5.55,51.7,5.3505,2.9487,0.0,7.1892,2.8693,0.8214999999999999,0.0461,0.0,forest
5.6,51.7,7.7402,2.8313,0.0,5.3619,2.8577,0.3637,0.0557,0.0021,agricultural
5.65,51.7,10.9727,2.8428,0.0,3.5297,1.6838,0.1329,0.0575,0.0,agricultural
5.7,51.7,10.9639,2.4026,0.0,4.092499999999999,1.3971,0.0896,0.1754,0.0951,agricultural
5.75,51.7,13.237300000000001,1.3921,0.0,2.8981000000000003,0.7445999999999999,0.0124,0.9077999999999999,0.0262,agricultural
5.8,51.7,11.6926,1.6772,0.0,1.1989,3.8722,0.0048,0.7689,0.0004,agricultural
5.85,51.7,8.6967,5.6065,0.0,0.9945,2.5959,0.128,1.1972999999999998,0.0003,agricultural
5.9,51.7,11.1317,2.3316,0.0,2.7672,1.2678,0.2397,1.4236,0.0553,agricultural
5.95,51.7,11.0075,2.0743,0.0,0.3235,1.3597,0.0,0.3195,0.0,agricultural
6.0,51.7,4.8812,0.779,0.0,0.1358,1.6014,0.0,0.0402,0.0019,agricultural
3.8,51.75,0.0173,0.0021,17.5119,0.020999999999999998,0.7063,0.051,0.7624000000000001,0.0,coast
3.85,51.75,1.3369,0.141,5.3794,1.2163,1.5835,0.0354,9.3239,0.1818,water
3.9,51.75,2.0825,0.0886,1.5076,0.0248,0.27090000000000003,0.0176,15.0754,0.1308,water
3.95,51.75,1.0824,0.0,0.2228,0.0028,0.0638,0.056,17.7696,0.0,water
4.0,51.75,8.1305,0.2663,1.3415,2.8253000000000004,0.5624,0.0089,6.0517,0.0117,agricultural
4.05,51.75,15.9819,1.1228,0.0,0.2197,1.7749000000000001,0.0,0.0985,0.0,agricultural
4.1,51.75,13.449900000000001,1.1266,0.0,0.1385,1.026,0.0,2.8629000000000002,0.5936,agricultural
4.15,51.75,5.2277,3.1471,0.0,0.2691,1.1720000000000002,0.0,8.8903,0.4917,water
4.2,51.75,2.8707,0.2416,0.0,0.0266,0.1726,0.0,13.3213,2.5644,water
4.25,51.75,13.208,0.6396,0.0,0.07,0.6322,0.0,3.9182,0.7305,agricultural
4.3,51.75,15.6876,1.0232,0.0,0.34349999999999997,0.8091,0.0,0.8685999999999999,0.4645,agricultural
4.35,51.75,16.7464,1.0112,0.0,0.2087,0.8659,0.0,0.2666,0.0971,agricultural
4.4,51.75,15.6134,1.5741,0.0,0.044399999999999995,1.754,0.0,0.1983,0.0128,agricultural
4.45,51.75,15.1789,2.0476,0.0,0.0289,1.114,0.0,0.7788,0.0489,agricultural
4.5,51.75,16.0966,0.8901,0.0,0.1027,0.6885,0.0,1.1149,0.304,agricultural
4.55,51.75,14.8742,1.7665,0.0,0.1703,1.7670000000000001,0.0,0.5455,0.0728,agricultural
4.6,51.75,6.795,6.8924,0.0,0.2768,2.2677,0.0,2.9481,0.0181,built
4.65,51.75,5.1716,6.0994,0.0,1.2192,5.0225,0.0,0.9844,0.6986,built
4.7,51.75,11.3428,2.1526,0.0,0.9124,1.1193,0.0,2.5601,1.1085,agricultural
4.75,51.75,5.5754,0.1213,0.0,2.0364,0.4226,0.0,9.2344,1.8052,water
4.8,51.75,11.93,0.0767,0.0,2.3059999999999996,0.3488,0.0,2.9986,1.5374,agricultural
4.85,51.75,14.3032,0.6145,0.0,1.1942000000000002,0.6022000000000001,0.0,1.7134,0.7684,agricultural
4.9,51.75,15.618,1.6276,0.0,0.2814,1.2556,0.0,0.4031,0.0124,agricultural
4.95,51.75,15.149099999999999,1.3521,0.0,0.8546,1.3540999999999999,0.0,0.4629,0.0233,agricultural
5.0,51.75,13.5135,2.3188,0.0,1.5137,1.1415,0.0,0.5647,0.1433,agricultural
5.05,51.75,12.8591,3.0267,0.0,0.1597,1.1945000000000001,0.0,1.804,0.1538,agricultural
5.1,51.75,10.3316,4.1868,0.0,0.5262,1.8692,0.0067,2.171,0.1014,agricultural
5.15,51.75,13.9102,1.9072,0.0,1.259,0.9741,0.0,1.0714,0.0745,agricultural
5.2,51.75,13.5315,3.4686,0.0,0.2615,1.7591999999999999,0.001,0.1779,0.0,agricultural
5.25,51.75,13.0464,3.4948,0.0,0.2132,2.1385,0.0,0.2836,0.0,agricultural
5.3,51.75,10.518799999999999,4.7457,0.0,0.3329,1.6829,0.0151,1.917,0.0,agricultural
5.35,51.75,14.4365,1.0427,0.0,0.2924,0.7755,0.0108,2.6001,0.0314,agricultural
5.4,51.75,17.5218,0.6236,0.0,0.1739,0.6386000000000001,0.0,0.2673,0.0,agricultural
5.45,51.75,15.215399999999999,2.2479,0.0,0.0444,1.3587,0.0,0.2972,0.0396,agricultural
5.5,51.75,4.8732999999999995,10.416,0.0,0.3732,3.0258,0.0049,0.45640000000000003,0.0469,built
5.55,51.75,9.0156,5.6351,0.0,2.4167,1.6926,0.0951,0.15610000000000002,0.1792,agricultural
5.6,51.75,12.4943,2.5355,0.0,2.0507,1.8357,0.06839999999999999,0.18,0.0376,agricultural
5.65,51.75,13.5733,1.9352,0.0,0.2911,1.1238,0.0,2.2683,0.0045,agricultural
5.7,51.75,11.2579,3.9347,0.0,0.6508,1.9655,0.0026,1.3840999999999999,0.0012,agricultural
5.75,51.75,12.2345,1.9134,0.0,2.326,1.2216,0.5391,0.7338,0.2234,agricultural
5.8,51.75,10.0139,2.4943,0.0,2.417,2.4917,0.2895,1.1294,0.3621,agricultural
5.85,51.75,2.6414,4.8109,0.0,7.628299999999999,2.5317,0.8943,0.6875,0.0029,forest
5.9,51.75,5.8374999999999995,4.0066,0.0,5.8461,3.4145000000000003,0.0813,0.0074,0.0,forest
5.95,51.75,8.7043,1.2997,0.0,0.4831,0.55,0.0,0.0239,0.0063,agricultural
3.85,51.8,3.2139,0.663,7.0919,0.37939999999999996,0.5746,0.0,0.084,0.0608,coast
3.9,51.8,2.5970999999999997,2.3898,7.0583,0.8199,3.6389,0.0021,0.1515,0.0144,coast
3.95,51.8,9.142100000000001,0.742,5.8723,1.2597,1.0444,0.0367,1.037,0.035,agricultural
4.0,51.8,5.44,1.4117,7.4704999999999995,1.2701,1.6697,0.0,1.4535,0.4625,coast
4.05,51.8,3.0464,0.2007,2.1849,0.7414999999999999,1.3135,0.0004,10.3086,1.3806,water
4.1,51.8,4.2656,3.2709,0.0333,0.0802,1.9133,0.0115,9.3615,0.2398,water
4.15,51.8,8.0181,3.9697,0.0,0.1243,1.9251,0.0,4.9052,0.2345,agricultural
4.2,51.8,15.959999999999999,1.2219,0.0,0.0513,0.983,0.0011,0.3691,0.5888,agricultural
4.25,51.8,13.411800000000001,1.6696,0.0,0.6625,1.2988,0.0082,1.8343,0.2909,agricultural
4.3,51.8,8.14,6.3226,0.0,0.3359,3.0003,0.0,1.3183,0.059,agricultural
4.35,51.8,9.827,3.3744,0.0,0.5321,2.8079,0.0,2.1658,0.4694,agricultural
4.4,51.8,6.8497,6.4146,0.0315,1.119,2.1234,0.0,2.13,0.5081,agricultural
4.45,51.8,12.549199999999999,1.7196,0.026,0.8281000000000001,1.9272,0.0,2.0534,0.0717,agricultural
4.5,51.8,10.0434,3.476,0.027,0.6191,2.7239,0.0,2.1608,0.1241,agricultural
4.55,51.8,8.3588,4.0357,0.0003,1.1566,2.8261,0.0,2.5315,0.2671,agricultural
4.6,51.8,1.6992,9.6878,0.0049,0.2008,5.341200000000001,0.0,2.2326,0.0091,built
4.65,51.8,0.6987000000000001,10.3187,0.0,0.3211,3.935,0.0,3.2268,0.6749,built
4.7,51.8,4.3919,6.2019,0.0,1.1952,4.2501,0.0,3.0925,0.0428,built
4.75,51.8,7.9918000000000005,3.963,0.0,2.073,2.184,0.0036,2.5521,0.4093,agricultural
4.8,51.8,10.1772,2.8294,0.0,0.46349999999999997,1.2935999999999999,0.0,3.7705,0.6419,agricultural
4.85,51.8,8.210700000000001,4.5023,0.0,0.33809999999999996,1.9242,0.0,4.0004,0.1982,agricultural
4.9,51.8,8.4974,3.6108,0.0,0.9406000000000001,2.9562,0.0,2.8502,0.3168,agricultural
4.95,51.8,5.7833000000000006,6.8118,0.0,0.4507,2.8211,0.0003,3.0733,0.2354,built
5.0,51.8,8.5649,2.7961,0.0,0.7995,2.2272,0.0026,3.9582,0.8263,agricultural
5.05,51.8,11.6844,2.395,0.0,0.5487,1.6384999999999998,0.0,2.3598,0.5502,agricultural
5.1,51.8,11.9734,3.026,0.0,0.5209,1.4845,0.0011,2.1644,0.0049,agricultural
5.15,51.8,11.292100000000001,2.848,0.0,0.6564,1.3841,0.0285,2.9368999999999996,0.0315,agricultural
5.2,51.8,9.6524,4.6792,0.0,0.5418,1.6137,0.0,2.6853,0.0,agricultural
5.25,51.8,9.6792,3.6772,0.0,1.3911,1.5109,0.0019,2.5754,0.3451,agricultural
5.3,51.8,12.748199999999999,1.9112,0.0,0.4526,1.0347,0.0007,2.8686,0.1441,agricultural
5.35,51.8,11.350399999999999,2.0003,0.0,0.47919999999999996,0.9492,0.0156,4.1346,0.2463,agricultural
5.4,51.8,10.284699999999999,2.4447,0.0,0.5009,3.0059,0.022,2.9251,0.0073,agricultural
5.45,51.8,13.6781,1.9263,0.0,0.0926,0.8671,0.0,2.5636,0.0346,agricultural
5.5,51.8,13.7918,1.7855,0.0,0.44789999999999996,1.1294,0.0,2.0251,0.001,agricultural
5.55,51.8,13.6061,1.5151,0.0,0.4278,1.2605,0.0086,2.3101000000000003,0.0461,agricultural
5.6,51.8,15.089799999999999,1.4171,0.0,0.6338,0.8643,0.0,1.1686,0.0,agricultural
5.65,51.8,14.2067,1.0944,0.0,1.3601,1.7864,0.0264,0.6328,0.0644,agricultural
5.7,51.8,8.8476,6.1496,0.0,0.9206,2.903,0.0108,0.3449,0.0,agricultural
5.75,51.8,4.0705,6.9324,0.0,1.0856,5.861,0.0239,1.1855,0.0178,built
5.8,51.8,0.789,12.1066,0.0,0.3796,5.0143,0.0,0.8859,0.0,built
5.85,51.8,1.6822,8.51,0.0,3.9082,4.7338000000000005,0.188,0.152,0.0,built
5.9,51.8,9.0872,2.005,0.0,5.310499999999999,2.1025,0.0698,0.3103,0.063,agricultural
5.95,51.8,6.0036,0.7602,0.0,0.37170000000000003,0.3265,0.0,0.5201,0.2137,agricultural
6.0,51.8,2.5745,0.0626,0.0,0.22469999999999998,0.09920000000000001,0.0,0.2957,0.0,agricultural
6.1,51.8,0.0747,0.064,0.0,0.0009,0.0431,0.0,0.824,0.0,water
6.15,51.8,0.2193,0.2559,0.0,0.009300000000000001,0.0798,0.0,0.3028,0.0,water
6.35,51.8,4.2191,0.5503,0.0,0.0295,0.18030000000000002,0.0,0.0034,0.0,agricultural
4.0,51.85,0.0087,0.0086,17.5392,1.4866,0.0072,0.0,0.1049,0.0,coast
4.05,51.85,7.359,2.9541,2.7894,2.9656000000000002,2.5963000000000003,0.0,0.3346,0.1573,agricultural
4.1,51.85,14.9623,2.257,0.0,0.4001,1.2317,0.0,0.2622,0.042,agricultural
4.15,51.85,11.6494,4.1126,0.0,0.1832,2.5337,0.0,0.6648,0.01,agricultural
4.2,51.85,9.071,3.8403,0.0,0.5345,2.0071,0.0012,3.5692,0.1325,agricultural
4.25,51.85,4.1493,9.187,0.0,0.0702,2.2262,0.0,3.5213,0.0,built
4.3,51.85,0.6466000000000001,8.6337,0.0,0.1125,3.4947,0.0,6.2383999999999995,0.0295,built
4.35,51.85,1.5213,9.717,0.0,0.5518,4.5762,0.0,2.7887,0.0,built
4.4,51.85,2.5532,8.9033,0.0,0.4858,3.0236,0.0,4.1895999999999995,0.0,built
4.45,51.85,1.9979,9.131,0.0,0.1663,5.478,0.0079,2.3728000000000002,0.0,built
4.5,51.85,0.794,10.2258,0.0,0.35860000000000003,6.7607,0.0041,1.0,0.0118,built
4.55,51.85,2.4637,8.9113,0.0,0.2904,5.8444,0.0,1.5708,0.0734,built
4.6,51.85,3.1012,7.6137,0.0,0.5489999999999999,3.1414,0.0027,3.0353,1.7101,built
4.65,51.85,7.5416,5.7964,0.0,0.4455,2.2307,0.0,2.753,0.3871,agricultural
4.7,51.85,15.0353,1.5442,0.0,0.1658,1.0337,0.0,1.3234,0.0514,agricultural
4.75,51.85,16.467299999999998,1.0117,0.0,0.1261,0.7249,0.0,0.8100999999999999,0.0139,agricultural
4.8,51.85,16.425,1.305,0.0,0.1002,0.6172,0.0,0.6961,0.011,agricultural
4.85,51.85,15.9327,1.1313,0.0,0.1086,1.2032,0.0011,0.777,0.0,agricultural
4.9,51.85,15.784,1.5312,0.0,0.2378,0.9670000000000001,0.0,0.6318999999999999,0.0024,agricultural
4.95,51.85,14.261900000000002,2.2505,0.0,0.14179999999999998,1.8002,0.0,0.6623,0.0362,agricultural
5.0,51.85,15.549500000000002,1.1939,0.0,0.3504,1.1539,0.0,0.6792,0.2295,agricultural
5.05,51.85,10.8275,3.4711,0.0,1.8041999999999998,1.5314,0.0,1.0906,0.4234,agricultural
5.1,51.85,13.6251,2.0381,0.0,1.1245,1.2625,0.0007,0.8811,0.223,agricultural
5.15,51.85,14.0552,2.263,0.0,0.4987,1.7665000000000002,0.0,0.4918,0.0767,agricultural
5.2,51.85,13.8622,1.3616,0.0,1.2177,2.3492,0.0,0.36429999999999996,0.0,agricultural
5.25,51.85,11.0868,4.967,0.0,0.2016,2.4551,0.0,0.4506,0.0,agricultural
5.3,51.85,12.9759,3.3514,0.0,0.3773,1.9693999999999998,0.0,0.4807,0.0,agricultural
5.35,51.85,13.727,2.6452,0.0,0.4616,1.8864,0.0,0.4062,0.0,agricultural
5.4,51.85,6.0628,6.9712,0.0,0.38930000000000003,2.6498,0.0,3.0747999999999998,0.0,built
5.45,51.85,13.7387,1.5234,0.0,0.7211,1.2269999999999999,0.0,1.9481,0.0,agricultural
5.5,51.85,11.1067,3.5599,0.0,0.4676,1.6496,0.0009,2.3688,0.0,agricultural
5.55,51.85,12.503400000000001,3.2631,0.0,1.1331,1.2402,0.0079,0.9834,0.0234,agricultural
5.6,51.85,10.1106,3.4741,0.0,1.0168,2.8593,0.0013,1.6701000000000001,0.0182,agricultural
5.65,51.85,10.3246,2.3313,0.0,0.9409000000000001,3.4845,0.0183,2.0334,0.0213,agricultural
5.7,51.85,10.7652,3.0544,0.0,0.5982000000000001,2.7329,0.0007,2.0013,0.0,agricultural
5.75,51.85,9.0088,4.1697,0.0,0.9258,2.4551,0.0118,2.4989,0.0848,agricultural
5.8,51.85,7.7203,5.5262,0.0,0.4581,2.3202000000000003,0.0012,3.1198,0.0078,agricultural
5.85,51.85,6.6701999999999995,5.2583,0.0,0.6526,2.6073,0.0138,3.8424,0.1086,agricultural
5.9,51.85,9.6657,3.2182,0.0,1.0771,1.8098,0.0093,3.0771,0.2987,agricultural
5.95,51.85,10.0321,3.3866,0.0,0.6163000000000001,1.1902,0.0024,3.8142,0.1131,agricultural
6.0,51.85,9.7094,2.7192,0.0,0.8549,2.1732,0.0,3.499,0.1962,agricultural
6.05,51.85,8.373099999999999,1.5922,0.0,0.7812,1.0136,0.0941,4.4043,0.2237,agricultural
6.1,51.85,8.4278,2.3905,0.0,0.5166,2.0570999999999997,0.0,1.0836000000000001,0.1634,agricultural
6.15,51.85,2.5768,0.1821,0.0,1.5289000000000001,0.0931,0.1428,0.0068000000000000005,0.0,agricultural
6.2,51.85,4.1613,1.2412,0.0,5.4292,0.7415,0.1388,0.012400000000000001,0.0,forest
6.25,51.85,6.5068,2.9764,0.0,0.7433,0.8675,0.0456,0.026,0.0,agricultural
6.3,51.85,14.701999999999998,1.3507,0.0,0.2711,1.7639,0.0026,0.4438,0.0,agricultural
6.35,51.85,11.0883,4.4173,0.0,0.5388999999999999,1.7674,0.0,0.18380000000000002,0.0402,agricultural
6.4,51.85,11.3652,0.7726,0.0,0.5151,0.5609999999999999,0.0,0.2004,0.0026,agricultural
6.45,51.85,10.2108,3.5279,0.0,1.0203,1.1444,0.0,0.0874,0.0,agricultural
6.5,51.85,7.4956,0.9153,0.0,0.4364,0.5247,0.0,0.007,0.0,agricultural
3.95,51.9,0.2036,4.1678,11.2285,0.0,0.6641,0.0,0.467,0.0,coast
4.0,51.9,0.7948000000000001,5.6607,8.1532,0.502,2.6211,0.0,1.387,0.0154,coast
4.05,51.9,0.5328999999999999,5.2828,1.8549,4.0343,0.8977999999999999,0.0224,5.679399999999999,0.8302,water
4.1,51.9,5.7301,6.2879,0.0112,1.1262,2.6776,0.022,3.2168,0.0621,built
4.15,51.9,3.5134,5.8419,0.0,0.4959,2.3371,0.0062,6.9397,0.0,water
4.2,51.9,2.4475,7.3575,0.0272,0.1493,3.3932,0.0021,5.6912,0.0673,built
4.25,51.9,9.0953,4.0466,0.0,0.7659,2.4666,0.0,2.447,0.3121,agricultural
4.3,51.9,5.940300000000001,5.7034,0.0,1.6996,4.3132,0.0074,1.2898,0.1789,agricultural
4.35,51.9,0.8022,9.3115,0.0,0.042,7.0046,0.0,1.9601000000000002,0.013,built
4.4,51.9,0.3748,10.701,0.0,0.0294,5.181,0.0,2.8463,0.0,built
4.45,51.9,0.0478,10.5924,0.0,0.0023,5.368,0.0,3.1238,0.0,built
4.5,51.9,0.5003,7.4217,0.0,0.1703,7.2271,0.0136,3.7502,0.0493,built
4.55,51.9,0.09939999999999999,10.3649,0.0,0.1003,5.4845999999999995,0.0,3.0664,0.0181,built
4.6,51.9,7.21,4.8745,0.0,0.443,4.3764,0.005,2.2030000000000003,0.0208,agricultural
4.65,51.9,15.166,1.1414,0.0,0.637,0.8795000000000001,0.0,0.9619,0.3474,agricultural
4.7,51.9,14.2918,1.2093,0.0,0.5131,0.6838,0.0,1.9075,0.529,agricultural
4.75,51.9,12.948099999999998,2.55,0.0,0.0936,1.3425,0.0,1.9289,0.2694,agricultural
4.8,51.9,12.3159,2.8565,0.0,0.3264,1.4409,0.0,1.9611,0.2302,agricultural
4.85,51.9,13.0906,2.8624,0.0,0.10500000000000001,1.1178,0.0,1.6417,0.3159,agricultural
4.9,51.9,15.9516,1.1641,0.0,0.2728,0.7425999999999999,0.0,0.8821,0.1191,agricultural
4.95,51.9,14.7563,1.813,0.0,0.382,1.2458,0.0,0.4752,0.4614,agricultural
5.0,51.9,15.9653,1.227,0.0,0.5379,0.841,0.0,0.5315000000000001,0.0283,agricultural
5.05,51.9,16.224,1.4512,0.0,0.3616,0.8150999999999999,0.0,0.2796,0.0,agricultural
5.1,51.9,14.585199999999999,1.5873,0.0,1.4889000000000001,1.0302,0.0,0.3833,0.0593,agricultural
5.15,51.9,13.767700000000001,1.2605,0.0,2.0243,1.6034000000000002,0.0001,0.4522,0.0257,agricultural
5.2,51.9,11.3561,3.1419,0.0,2.9449,1.318,0.0,0.3504,0.0212,agricultural
5.25,51.9,15.3451,1.036,0.0,1.0591,1.4706000000000001,0.008,0.20340000000000003,0.0,agricultural
5.3,51.9,15.4711,1.8143,0.0,0.3856,1.2925,0.0,0.1795,0.0,agricultural
5.35,51.9,15.8118,0.8363,0.0,1.0661,0.8268,0.0,0.5854,0.0,agricultural
5.4,51.9,11.2997,3.4657,0.0,0.5327999999999999,2.1319,0.0062,1.6886999999999999,0.0014,agricultural
5.45,51.9,12.398399999999999,2.8241,0.0,0.378,3.0629999999999997,0.0,0.4839,0.0,agricultural
5.5,51.9,13.850999999999999,2.3952,0.0,0.15430000000000002,1.7358,0.0,0.9409,0.0403,agricultural
5.55,51.9,10.6222,4.1272,0.0,0.168,2.1823,0.0,2.0332,0.0,agricultural
5.6,51.9,12.123099999999999,2.9027,0.0,0.26990000000000003,1.5995000000000001,0.0,2.238,0.003,agricultural
5.65,51.9,13.9929,2.2845,0.0,0.7152,1.2355,0.0,0.9092,0.0,agricultural
5.7,51.9,12.8819,3.8301,0.0,0.36150000000000004,1.7704000000000002,0.0,0.2839,0.0,agricultural
5.75,51.9,13.934000000000001,2.0403,0.0,0.4537,2.3522,0.0,0.3469,0.0058,agricultural
5.8,51.9,12.7594,3.634,0.0,0.3841,2.0867,0.0,0.2687,0.0,agricultural
5.85,51.9,8.1454,5.9475,0.0,0.6893,2.3617,0.0199,1.1155,0.8553,agricultural
5.9,51.9,7.9735000000000005,7.8861,0.0,0.5068,2.1006,0.0,0.5397,0.1233,agricultural
5.95,51.9,11.5966,3.1536,0.0,0.3929,1.8169,0.0014,2.1481,0.0239,agricultural
6.0,51.9,11.560799999999999,4.1361,0.0,0.39370000000000005,1.5673000000000001,0.0038,0.9781,0.4943,agricultural
6.05,51.9,9.4239,5.8602,0.0,0.4056,2.6334999999999997,0.0,0.38070000000000004,0.4286,agricultural
6.1,51.9,9.3654,6.1383,0.0,0.7136,2.3487,0.0035,0.2589,0.0,agricultural
6.15,51.9,12.1242,2.7218,0.0,2.0072,1.669,0.0,0.19490000000000002,0.0,agricultural
6.2,51.9,8.2332,1.5849,0.0,8.3736,0.8776,0.0392,0.0252,0.0,forest
6.25,51.9,13.1923,3.1277,0.0,0.4733,1.8863,0.0129,0.3851,0.056,agricultural
6.3,51.9,12.5811,3.2394,0.0,1.2207,1.7296999999999998,0.0,0.2815,0.08,agricultural
6.35,51.9,11.3001,4.4694,0.0,1.5876000000000001,1.5672,0.0015,0.1908,0.0177,agricultural
6.4,51.9,14.623899999999999,1.5071,0.0,1.7586,1.2134999999999998,0.0,0.0307,0.0,agricultural
6.45,51.9,13.5108,3.4651,0.0,0.7567999999999999,1.3117,0.0,0.0889,0.0,agricultural
6.5,51.9,15.3553,1.3884,0.0,1.3089,0.9353,0.0033,0.134,0.0083,agricultural
6.55,51.9,10.9738,5.003,0.0,0.8625,2.1616999999999997,0.0,0.13419999999999999,0.0,agricultural
6.6,51.9,13.4148,1.5897,0.0,1.4758,1.4902,0.011,0.3663,0.008,agricultural
6.65,51.9,9.8446,0.8284,0.0,2.4591,0.8150999999999999,0.005,0.0592,0.0094,agricultural
6.7,51.9,11.5687,0.9012,0.0,4.4300999999999995,0.8179,0.0148,0.0393,0.2122,agricultural
6.75,51.9,7.3967,0.7257,0.0,1.3824,0.7173,0.0145,0.0765,0.0354,agricultural
3.95,51.95,0.0004,3.615,8.024,0.0,0.0756,0.0,4.5694,0.0,coast
4.0,51.95,0.0,9.5514,4.6881,0.0,0.2574,0.0,4.499,0.0,built
4.05,51.95,0.0,4.7379,4.5685,0.0,0.32730000000000004,0.0,9.4795,0.0,water
4.1,51.95,0.6238,6.058,2.5692,1.2377,1.9176000000000002,0.0,6.7071,0.0,water
4.15,51.95,4.6827,9.8567,0.0,0.8628,1.8222999999999998,0.0,1.8869,0.0017,built
4.2,51.95,1.4232,14.3538,0.0,0.0997,2.3524000000000003,0.0024,0.8811,0.0,built
4.25,51.95,8.2713,8.7115,0.0,0.15569999999999998,1.0473,0.0,0.9279,0.0,built
4.3,51.95,10.4555,3.4645,0.0,0.1015,4.2774,0.0,0.8127,0.0007,agricultural
4.35,51.95,9.045499999999999,4.8062,0.0,0.9623,3.2227,0.0,1.0521,0.0232,agricultural
4.4,51.95,11.653,2.8874,0.0,0.4263,2.9210000000000003,0.0,0.9602,0.264,agricultural
4.45,51.95,2.2058999999999997,8.9477,0.0,0.15,6.1502,0.0,1.6572,0.0,built
4.5,51.95,3.0259,8.2317,0.0,0.8678,5.23,0.0,1.7585000000000002,0.0,built
4.55,51.95,3.6433,7.0317,0.0,0.16240000000000002,4.5207,0.0373,3.7154999999999996,0.0,built
4.6,51.95,8.5227,5.5578,0.0,0.0883,3.4246,0.0,1.5042,0.0143,agricultural
4.65,51.95,13.2744,2.5594,0.0,0.2915,1.1493,0.0,1.5911,0.2469,agricultural
4.7,51.95,16.2765,0.8414,0.0,0.1293,0.45270000000000005,0.0,1.3308,0.0808,agricultural
4.75,51.95,14.520999999999999,1.8258,0.0,0.1726,0.9196,0.0,1.4006,0.2707,agricultural
4.8,51.95,16.0213,1.3766,0.0,0.1859,0.4329,0.0,1.0823,0.015,agricultural
4.85,51.95,16.2759,1.266,0.0,0.1232,0.7215,0.0,0.7224,0.0014,agricultural
4.9,51.95,14.7958,1.7676,0.0,0.1494,1.0024,0.0,1.2029,0.1946,agricultural
4.95,51.95,13.109,2.3959,0.0,0.5647,1.1285,0.0,1.4795,0.4334,agricultural
5.0,51.95,13.8008,1.7233,0.0,0.8504,1.1229,0.0,1.4194,0.1927,agricultural
5.05,51.95,9.7498,3.2253,0.0,1.3253000000000001,2.9839,0.0019,1.7004000000000001,0.1311,agricultural
5.1,51.95,10.4123,2.8629,0.0,1.7194,1.9786,0.0076,2.0575,0.0704,agricultural
5.15,51.95,14.645800000000001,1.4697,0.0,0.1374,1.0228,0.0021,1.5948,0.2339,agricultural
5.2,51.95,11.913,3.4175,0.0,0.23299999999999998,1.3679999999999999,0.0,2.178,0.0092,agricultural
5.25,51.95,14.9605,1.5143,0.0,0.37620000000000003,0.6617,0.0,1.5434,0.0539,agricultural
5.3,51.95,10.666,4.153,0.0,0.7702,1.7082,0.0,1.7785,0.0172,agricultural
5.35,51.95,13.3396,1.1885,0.0,1.8558,0.5981000000000001,0.005,2.1646,0.0052,agricultural
